16,1576472.0
52,279651.0
1,3238005.0
6,2543090.0
11,2005250.0
20,1301495.0
10,2102752.0
61,181921.0
49,323781.0
13,1820374.0
3,2944118.0
24,1075229.0
4,2802936.0
19,1365050.0
2,3087408.0
8,2313313.0
7,2428228.0
47,355720.0
12,1908745.0
27,928727.0
23,1127131.0
9,2205598.0
40,498479.0
57,220602.0
0,3397916.0
18,1430069.0
31,766438.0
17,1502752.0
26,975347.0
29,844851.0
25,1022708.0
5,2674040.0
28,883620.0
55,242092.0
59,200497.0
22,1182515.0
30,805627.0
42,452473.0
37,574219.0
50,307351.0
21,1240294.0
32,731171.0
81,69870.0
123,9355.0
43,431030.0
38,548611.0
14,1736123.0
15,1655335.0
41,474823.0
35,632591.0
46,372970.0
72,106894.0
36,603996.0
74,97482.0
82,66358.0
45,392050.0
33,695934.0
122,9751.0
34,663466.0
68,130435.0
98,30879.0
165,1276.0
53,265866.0
64,158006.0
48,338983.0
56,230974.0
44,410568.0
95,35361.0
154,2068.0
69,123458.0
102,25039.0
70,118184.0
39,523248.0
75,92529.0
62,173710.0
88,49310.0
65,149721.0
51,293664.0
79,76969.0
76,88543.0
110,17285.0
54,254124.0
84,60306.0
60,190729.0
71,111758.0
86,54449.0
73,102267.0
85,57399.0
91,42962.0
119,11028.0
67,136047.0
104,23116.0
58,209547.0
87,52260.0
103,24244.0
105,21811.0
111,16474.0
66,142575.0
89,47372.0
83,62823.0
77,84351.0
63,165414.0
78,80847.0
94,37429.0
92,41243.0
126,8054.0
90,45385.0
96,33961.0
162,1398.0
107,20044.0
135,5151.0
128,7285.0
80,72771.0
124,8938.0
99,29537.0
140,4166.0
106,20901.0
100,28334.0
97,32470.0
112,15604.0
125,8335.0
136,4989.0
108,18900.0
131,6296.0
167,1166.0
109,18330.0
116,13034.0
93,39099.0
141,3949.0
121,10138.0
101,26435.0
218,103.0
138,4455.0
151,2409.0
153,2214.0
143,3459.0
118,11772.0
145,3097.0
172,858.0
144,3350.0
160,1609.0
130,6735.0
150,2547.0
127,7534.0
147,2967.0
113,14904.0
114,14275.0
115,13433.0
137,4796.0
129,6904.0
117,12337.0
139,4330.0
169,976.0
213,137.0
142,3756.0
159,1702.0
181,561.0
202,224.0
120,10597.0
132,5988.0
133,5729.0
197,235.0
155,2050.0
186,464.0
161,1507.0
168,1065.0
211,151.0
164,1261.0
152,2245.0
148,2810.0
163,1315.0
205,168.0
156,1900.0
134,5548.0
166,1198.0
195,287.0
201,228.0
176,765.0
149,2709.0
175,780.0
158,1800.0
174,787.0
192,338.0
239,41.0
188,443.0
221,79.0
203,225.0
173,853.0
193,319.0
179,619.0
171,976.0
184,518.0
182,541.0
183,554.0
199,267.0
229,66.0
224,67.0
170,1026.0
146,3079.0
178,663.0
194,310.0
187,405.0
235,46.0
225,75.0
191,368.0
157,1804.0
219,97.0
180,586.0
255,15.0
244,22.0
209,149.0
270,14.0
265,8.0
250,29.0
222,89.0
177,724.0
207,149.0
198,259.0
228,70.0
190,354.0
200,251.0
206,162.0
208,157.0
185,476.0
210,150.0
189,389.0
268,16.0
215,102.0
264,10.0
214,125.0
204,150.0
296,2.0
216,99.0
196,280.0
226,77.0
256,12.0
242,33.0
247,27.0
217,112.0
238,40.0
223,74.0
257,14.0
286,3.0
241,33.0
245,14.0
220,81.0
248,20.0
260,17.0
252,20.0
291,8.0
254,17.0
212,124.0
240,47.0
231,47.0
230,45.0
232,56.0
243,23.0
271,3.0
322,1.0
234,47.0
236,35.0
261,15.0
237,40.0
258,13.0
227,71.0
287,2.0
277,3.0
246,16.0
263,9.0
302,1.0
233,51.0
282,7.0
249,26.0
274,4.0
269,8.0
279,7.0
262,9.0
285,4.0
288,4.0
290,2.0
272,7.0
280,5.0
253,17.0
266,7.0
314,1.0
289,5.0
321,3.0
251,9.0
308,2.0
259,21.0
294,4.0
303,4.0
320,1.0
292,4.0
278,2.0
351,1.0
295,2.0
345,1.0
305,1.0
315,2.0
273,4.0
304,2.0
284,2.0
299,1.0
283,1.0
300,3.0
275,6.0
301,2.0
293,4.0
326,1.0
317,1.0
311,1.0
342,1.0
329,1.0
276,4.0
281,2.0
350,1.0
396,1.0
267,3.0
339,1.0
343,1.0
298,2.0
328,1.0
335,1.0
